,Type,Year,State,Gender,Total
502,Diploma,2008,Chhattisgarh,Female,2
1594,Graduate,2011,Punjab,Female,2
798,Diploma,2012,Jammu & Kashmir,Female,2
1420,Graduate,2009,Goa,Female,2
5654,Post Graduate and Above,2009,Punjab,Female,2
2450,Intermediate/Pre-University,2012,A & N Islands,Female,2
1421,Graduate,2009,Goa,Male,2
3167,Matriculate/Secondary,2010,Daman & Diu,Male,2
4771,No Education,2009,Chandigarh,Male,2
277,Diploma,2004,Uttarakhand,Male,2
3930,Middle,2009,Chandigarh,Female,2
2240,Intermediate/Pre-University,2009,A & N Islands,Female,2
2568,Matriculate/Secondary,2001,Nagaland,Female,2
518,Diploma,2008,Jammu & Kashmir,Female,2
1169,Graduate,2005,Nagaland,Male,2
836,Diploma,2012,Uttarakhand,Female,2
3688,Middle,2005,Nagaland,Female,2
5677,Post Graduate and Above,2010,Assam,Male,2
5678,Post Graduate and Above,2010,Bihar,Female,2
199,Diploma,2003,Sikkim,Male,2
4736,No Education,2008,Mizoram,Female,2
4733,No Education,2008,Manipur,Male,2
4006,Middle,2010,Daman & Diu,Female,2
2566,Matriculate/Secondary,2001,Mizoram,Female,2
851,Graduate,2001,Chandigarh,Male,2
6416,Primary,2008,Mizoram,Female,2
4341,No Education,2003,A & N Islands,Male,2
936,Graduate,2002,Himachal Pradesh,Female,2
153,Diploma,2003,Chhattisgarh,Male,2
5828,Post Graduate and Above,2012,Delhi,Female,2
5806,Post Graduate and Above,2011,Uttarakhand,Female,2
1485,Graduate,2010,D & N Haveli,Male,2
2104,Intermediate/Pre-University,2007,Arunachal Pradesh,Female,2
5814,Post Graduate and Above,2012,Arunachal Pradesh,Female,2
4384,No Education,2003,Meghalaya,Female,2
549,Diploma,2008,Sikkim,Male,2
5817,Post Graduate and Above,2012,Assam,Male,2
3963,Middle,2009,Manipur,Male,2
6380,Primary,2008,Chandigarh,Female,2
2114,Intermediate/Pre-University,2007,D & N Haveli,Female,2
222,Diploma,2004,Chhattisgarh,Female,2
5827,Post Graduate and Above,2012,Daman & Diu,Male,2
2115,Intermediate/Pre-University,2007,D & N Haveli,Male,2
2497,Intermediate/Pre-University,2012,Mizoram,Male,2
5876,Post Graduate and Above,2012,Uttarakhand,Female,2
2492,Intermediate/Pre-University,2012,Manipur,Female,2
6387,Primary,2008,Daman & Diu,Male,2
5840,Post Graduate and Above,2012,Jharkhand,Female,2
3336,Matriculate/Secondary,2012,Mizoram,Female,2
2844,Matriculate/Secondary,2005,Meghalaya,Female,2
1070,Graduate,2004,Goa,Female,2
4427,No Education,2004,Daman & Diu,Male,2
1076,Graduate,2004,Himachal Pradesh,Female,2
137,Diploma,2002,Uttarakhand,Male,2
3797,Middle,2007,Daman & Diu,Male,2
3339,Matriculate/Secondary,2012,Nagaland,Male,2
2089,Intermediate/Pre-University,2006,Sikkim,Male,2
3068,Matriculate/Secondary,2008,Sikkim,Female,2
937,Graduate,2002,Himachal Pradesh,Male,2
980,Graduate,2003,A & N Islands,Female,2
5747,Post Graduate and Above,2011,Assam,Male,2
6347,Primary,2007,Mizoram,Male,2
2355,Intermediate/Pre-University,2010,Meghalaya,Male,2
3727,Middle,2006,Daman & Diu,Male,2
2524,Matriculate/Secondary,2001,Arunachal Pradesh,Female,2
202,Diploma,2003,Tripura,Female,2
101,Diploma,2002,Jharkhand,Male,2
968,Graduate,2002,Sikkim,Female,2
969,Graduate,2002,Sikkim,Male,2
1130,Graduate,2005,Chandigarh,Female,2
1490,Graduate,2010,Goa,Female,2
5778,Post Graduate and Above,2011,Madhya Pradesh,Female,2
4550,No Education,2006,A & N Islands,Female,2
2499,Intermediate/Pre-University,2012,Nagaland,Male,2
981,Graduate,2003,A & N Islands,Male,2
5897,Primary,2001,Daman & Diu,Male,2
3058,Matriculate/Secondary,2008,Nagaland,Female,2
5784,Post Graduate and Above,2011,Meghalaya,Female,2
990,Graduate,2003,Chandigarh,Female,2
1681,Intermediate/Pre-University,2001,A & N Islands,Male,2
991,Graduate,2003,Chandigarh,Male,2
544,Diploma,2008,Punjab,Female,2
203,Diploma,2003,Tripura,Male,2
4523,No Education,2005,Manipur,Male,2
5792,Post Graduate and Above,2011,Puducherry,Female,2
3234,Matriculate/Secondary,2011,D & N Haveli,Female,2
499,Diploma,2008,Bihar,Male,2
5607,Post Graduate and Above,2009,Assam,Male,2
5016,No Education,2012,Mizoram,Female,2
5596,Post Graduate and Above,2008,Uttarakhand,Female,2
4911,No Education,2011,Chandigarh,Male,2
304,Diploma,2005,Haryana,Female,2
2988,Matriculate/Secondary,2007,Nagaland,Female,2
6488,Primary,2009,Nagaland,Female,2
2885,Matriculate/Secondary,2006,D & N Haveli,Male,2
133,Diploma,2002,Tripura,Male,2
5998,Primary,2002,Nagaland,Female,2
5999,Primary,2002,Nagaland,Male,2
708,Diploma,2011,Bihar,Female,2
1795,Intermediate/Pre-University,2002,Meghalaya,Male,2
4882,No Education,2010,Puducherry,Female,2
5608,Post Graduate and Above,2009,Bihar,Female,2
6520,Primary,2010,Chandigarh,Female,2
1792,Intermediate/Pre-University,2002,Manipur,Female,2
5611,Post Graduate and Above,2009,Chandigarh,Male,2
298,Diploma,2005,Delhi,Female,2
5993,Primary,2002,Manipur,Male,2
646,Diploma,2010,Daman & Diu,Female,2
2424,Intermediate/Pre-University,2011,Meghalaya,Female,2
5548,Post Graduate and Above,2008,Delhi,Female,2
5568,Post Graduate and Above,2008,Madhya Pradesh,Female,2
2009,Intermediate/Pre-University,2005,Nagaland,Male,2
6489,Primary,2009,Nagaland,Male,2
2982,Matriculate/Secondary,2007,Manipur,Female,2
4248,No Education,2001,Nagaland,Female,2
659,Diploma,2010,Jammu & Kashmir,Male,2
478,Diploma,2007,Sikkim,Female,2
2976,Matriculate/Secondary,2007,Lakshadweep,Female,2
2986,Matriculate/Secondary,2007,Mizoram,Female,2
6245,Primary,2006,D & N Haveli,Male,2
6246,Primary,2006,Daman & Diu,Female,2
2632,Matriculate/Secondary,2002,Manipur,Female,2
701,Diploma,2011,A & N Islands,Male,2
2372,Intermediate/Pre-University,2010,Tripura,Female,2
2031,Intermediate/Pre-University,2006,A & N Islands,Male,2
1210,Graduate,2006,Goa,Female,2
4036,Middle,2010,Mizoram,Female,2
3618,Middle,2004,Nagaland,Female,2
6623,Primary,2011,Manipur,Male,2
755,Diploma,2011,Punjab,Male,2
759,Diploma,2011,Sikkim,Male,2
193,Diploma,2003,Puducherry,Male,2
332,Diploma,2005,Puducherry,Female,2
2298,Intermediate/Pre-University,2009,Sikkim,Female,2
627,Diploma,2009,Uttarakhand,Male,2
2638,Matriculate/Secondary,2002,Nagaland,Female,2
1406,Graduate,2009,Assam,Female,2
1850,Intermediate/Pre-University,2003,Jharkhand,Female,2
778,Diploma,2012,Bihar,Female,2
1515,Graduate,2010,Meghalaya,Male,2
1848,Intermediate/Pre-University,2003,Jammu & Kashmir,Female,2
3864,Middle,2008,D & N Haveli,Female,2
196,Diploma,2003,Rajasthan,Female,2
3164,Matriculate/Secondary,2010,D & N Haveli,Female,2
5630,Post Graduate and Above,2009,Jharkhand,Female,2
4808,No Education,2009,Nagaland,Female,2
752,Diploma,2011,Puducherry,Female,2
3279,Matriculate/Secondary,2011,Sikkim,Male,2
788,Diploma,2012,Delhi,Female,2
5620,Post Graduate and Above,2009,Goa,Female,2
2605,Matriculate/Secondary,2002,D & N Haveli,Male,2
5387,Post Graduate and Above,2005,Uttarakhand,Male,1
1475,Graduate,2010,Arunachal Pradesh,Male,1
5382,Post Graduate and Above,2005,Tripura,Female,1
5992,Primary,2002,Manipur,Female,1
2185,Intermediate/Pre-University,2008,D & N Haveli,Male,1
3338,Matriculate/Secondary,2012,Nagaland,Female,1
6626,Primary,2011,Mizoram,Female,1
569,Diploma,2009,Bihar,Male,1
557,Diploma,2008,Uttarakhand,Male,1
5863,Post Graduate and Above,2012,Puducherry,Male,1
5557,Post Graduate and Above,2008,Himachal Pradesh,Male,1
5386,Post Graduate and Above,2005,Uttarakhand,Female,1
3444,Middle,2002,D & N Haveli,Female,1
3445,Middle,2002,D & N Haveli,Male,1
5561,Post Graduate and Above,2008,Jharkhand,Male,1
5552,Post Graduate and Above,2008,Gujarat,Female,1
5527,Post Graduate and Above,2007,Uttarakhand,Male,1
2816,Matriculate/Secondary,2005,Daman & Diu,Female,1
2327,Intermediate/Pre-University,2010,Daman & Diu,Male,1
5554,Post Graduate and Above,2008,Haryana,Female,1
6486,Primary,2009,Mizoram,Female,1
5512,Post Graduate and Above,2007,Puducherry,Female,1
5794,Post Graduate and Above,2011,Punjab,Female,1
2187,Intermediate/Pre-University,2008,Daman & Diu,Male,1
2004,Intermediate/Pre-University,2005,Meghalaya,Female,1
431,Diploma,2007,Chandigarh,Male,1
2747,Matriculate/Secondary,2004,Daman & Diu,Male,1
2846,Matriculate/Secondary,2005,Mizoram,Female,1
2174,Intermediate/Pre-University,2008,Arunachal Pradesh,Female,1
2186,Intermediate/Pre-University,2008,Daman & Diu,Female,1
5831,Post Graduate and Above,2012,Goa,Male,1
2110,Intermediate/Pre-University,2007,Chandigarh,Female,1
1374,Graduate,2008,Meghalaya,Female,1
2746,Matriculate/Secondary,2004,Daman & Diu,Female,1
53,Diploma,2001,Puducherry,Male,1
1970,Intermediate/Pre-University,2005,Chandigarh,Female,1
5834,Post Graduate and Above,2012,Haryana,Female,1
3447,Middle,2002,Daman & Diu,Male,1
5839,Post Graduate and Above,2012,Jammu & Kashmir,Male,1
1486,Graduate,2010,Daman & Diu,Female,1
5374,Post Graduate and Above,2005,Punjab,Female,1
5539,Post Graduate and Above,2008,Bihar,Male,1
3968,Middle,2009,Nagaland,Female,1
1487,Graduate,2010,Daman & Diu,Male,1
2142,Intermediate/Pre-University,2007,Manipur,Female,1
5799,Post Graduate and Above,2011,Sikkim,Male,1
1459,Graduate,2009,Sikkim,Male,1
5541,Post Graduate and Above,2008,Chandigarh,Male,1
1458,Graduate,2009,Sikkim,Female,1
5513,Post Graduate and Above,2007,Puducherry,Male,1
5530,Post Graduate and Above,2008,A & N Islands,Female,1
5456,Post Graduate and Above,2006,Uttarakhand,Female,1
2018,Intermediate/Pre-University,2005,Sikkim,Female,1
483,Diploma,2007,Tripura,Male,1
5610,Post Graduate and Above,2009,Chandigarh,Female,1
5679,Post Graduate and Above,2010,Bihar,Male,1
2005,Intermediate/Pre-University,2005,Meghalaya,Male,1
5966,Primary,2002,Daman & Diu,Female,1
5682,Post Graduate and Above,2010,Chhattisgarh,Female,1
5435,Post Graduate and Above,2006,Meghalaya,Male,1
5468,Post Graduate and Above,2007,Bihar,Female,1
517,Diploma,2008,Himachal Pradesh,Male,1
5609,Post Graduate and Above,2009,Bihar,Male,1
2146,Intermediate/Pre-University,2007,Mizoram,Female,1
5698,Post Graduate and Above,2010,Jammu & Kashmir,Female,1
5699,Post Graduate and Above,2010,Jammu & Kashmir,Male,1
5472,Post Graduate and Above,2007,Chhattisgarh,Female,1
2158,Intermediate/Pre-University,2007,Sikkim,Female,1
2774,Matriculate/Secondary,2004,Meghalaya,Female,1
5597,Post Graduate and Above,2008,Uttarakhand,Male,1
2326,Intermediate/Pre-University,2010,Daman & Diu,Female,1
5466,Post Graduate and Above,2007,Assam,Female,1
5622,Post Graduate and Above,2009,Gujarat,Female,1
511,Diploma,2008,Goa,Male,1
510,Diploma,2008,Goa,Female,1
1417,Graduate,2009,Daman & Diu,Male,1
450,Diploma,2007,Jharkhand,Female,1
5653,Post Graduate and Above,2009,Puducherry,Male,1
2047,Intermediate/Pre-University,2006,Daman & Diu,Male,1
3304,Matriculate/Secondary,2012,D & N Haveli,Female,1
6034,Primary,2003,D & N Haveli,Female,1
1351,Graduate,2008,Goa,Male,1
586,Diploma,2009,Himachal Pradesh,Female,1
505,Diploma,2008,D & N Haveli,Male,1
2046,Intermediate/Pre-University,2006,Daman & Diu,Female,1
4026,Middle,2010,Lakshadweep,Female,1
5444,Post Graduate and Above,2006,Punjab,Female,1
6035,Primary,2003,D & N Haveli,Male,1
2906,Matriculate/Secondary,2006,Lakshadweep,Female,1
49,Diploma,2001,Nagaland,Male,1
1347,Graduate,2008,Daman & Diu,Male,1
2884,Matriculate/Secondary,2006,D & N Haveli,Female,1
5491,Post Graduate and Above,2007,Jharkhand,Male,1
5758,Post Graduate and Above,2011,Delhi,Female,1
4074,Middle,2011,D & N Haveli,Female,1
533,Diploma,2008,Manipur,Male,1
3165,Matriculate/Secondary,2010,D & N Haveli,Male,1
1445,Graduate,2009,Meghalaya,Male,1
5752,Post Graduate and Above,2011,Chhattisgarh,Female,1
5487,Post Graduate and Above,2007,Himachal Pradesh,Male,1
5757,Post Graduate and Above,2011,Daman & Diu,Male,1
5489,Post Graduate and Above,2007,Jammu & Kashmir,Male,1
5593,Post Graduate and Above,2008,Tripura,Male,1
5759,Post Graduate and Above,2011,Delhi,Male,1
1389,Graduate,2008,Sikkim,Male,1
5760,Post Graduate and Above,2011,Goa,Female,1
145,Diploma,2003,Arunachal Pradesh,Male,1
5766,Post Graduate and Above,2011,Himachal Pradesh,Female,1
6057,Primary,2003,Lakshadweep,Male,1
5395,Post Graduate and Above,2006,Arunachal Pradesh,Male,1
2019,Intermediate/Pre-University,2005,Sikkim,Male,1
3376,Middle,2001,Daman & Diu,Female,1
5741,Post Graduate and Above,2011,A & N Islands,Male,1
4076,Middle,2011,Daman & Diu,Female,1
4039,Middle,2010,Nagaland,Male,1
441,Diploma,2007,Goa,Male,1
161,Diploma,2003,Goa,Male,1
6020,Primary,2003,A & N Islands,Female,1
1400,Graduate,2009,A & N Islands,Female,1
2079,Intermediate/Pre-University,2006,Nagaland,Male,1
5722,Post Graduate and Above,2010,Puducherry,Female,1
136,Diploma,2002,Uttarakhand,Female,1
5582,Post Graduate and Above,2008,Puducherry,Female,1
5724,Post Graduate and Above,2010,Punjab,Female,1
5420,Post Graduate and Above,2006,Jharkhand,Female,1
5725,Post Graduate and Above,2010,Punjab,Male,1
149,Diploma,2003,Bihar,Male,1
575,Diploma,2009,D & N Haveli,Male,1
5481,Post Graduate and Above,2007,Goa,Male,1
5681,Post Graduate and Above,2010,Chandigarh,Male,1
1625,Graduate,2012,D & N Haveli,Male,1
301,Diploma,2005,Goa,Male,1
90,Diploma,2002,Goa,Female,1
2594,Matriculate/Secondary,2002,Arunachal Pradesh,Female,1
791,Diploma,2012,Goa,Male,1
790,Diploma,2012,Goa,Female,1
4803,No Education,2009,Manipur,Male,1
4287,No Education,2002,Daman & Diu,Male,1
4806,No Education,2009,Mizoram,Female,1
4812,No Education,2009,Puducherry,Female,1
785,Diploma,2012,D & N Haveli,Male,1
6279,Primary,2006,Nagaland,Male,1
2299,Intermediate/Pre-University,2009,Sikkim,Male,1
6278,Primary,2006,Nagaland,Female,1
1780,Intermediate/Pre-University,2002,Jharkhand,Female,1
4847,No Education,2010,Daman & Diu,Male,1
6273,Primary,2006,Manipur,Male,1
192,Diploma,2003,Puducherry,Female,1
754,Diploma,2011,Punjab,Female,1
2604,Matriculate/Secondary,2002,D & N Haveli,Female,1
2289,Intermediate/Pre-University,2009,Nagaland,Male,1
1174,Graduate,2005,Punjab,Female,1
2606,Matriculate/Secondary,2002,Daman & Diu,Female,1
91,Diploma,2002,Goa,Male,1
841,Graduate,2001,A & N Islands,Male,1
1751,Intermediate/Pre-University,2002,A & N Islands,Male,1
1164,Graduate,2005,Meghalaya,Female,1
837,Diploma,2012,Uttarakhand,Male,1
833,Diploma,2012,Tripura,Male,1
2244,Intermediate/Pre-University,2009,Arunachal Pradesh,Female,1
1167,Graduate,2005,Mizoram,Male,1
1599,Graduate,2011,Sikkim,Male,1
3682,Middle,2005,Manipur,Female,1
4760,No Education,2009,A & N Islands,Female,1
92,Diploma,2002,Gujarat,Female,1
3014,Matriculate/Secondary,2008,Arunachal Pradesh,Female,1
1598,Graduate,2011,Sikkim,Female,1
2451,Intermediate/Pre-University,2012,A & N Islands,Male,1
4776,No Education,2009,Daman & Diu,Female,1
2579,Matriculate/Secondary,2001,Sikkim,Male,1
2842,Matriculate/Secondary,2005,Manipur,Female,1
6272,Primary,2006,Manipur,Female,1
4872,No Education,2010,Manipur,Female,1
845,Graduate,2001,Arunachal Pradesh,Male,1
4949,No Education,2011,Nagaland,Male,1
2426,Intermediate/Pre-University,2011,Mizoram,Female,1
1831,Intermediate/Pre-University,2003,Chandigarh,Male,1
2977,Matriculate/Secondary,2007,Lakshadweep,Male,1
660,Diploma,2010,Jharkhand,Female,1
4986,No Education,2012,Daman & Diu,Female,1
651,Diploma,2010,Goa,Male,1
6440,Primary,2009,A & N Islands,Female,1
1837,Intermediate/Pre-University,2003,Daman & Diu,Male,1
642,Diploma,2010,Chhattisgarh,Female,1
641,Diploma,2010,Chandigarh,Male,1
2217,Intermediate/Pre-University,2008,Mizoram,Male,1
3116,Matriculate/Secondary,2009,Lakshadweep,Female,1
1227,Graduate,2006,Lakshadweep,Male,1
636,Diploma,2010,Assam,Female,1
635,Diploma,2010,Arunachal Pradesh,Male,1
334,Diploma,2005,Punjab,Female,1
619,Diploma,2009,Sikkim,Male,1
3616,Middle,2004,Mizoram,Female,1
4946,No Education,2011,Mizoram,Female,1
4877,No Education,2010,Mizoram,Male,1
4943,No Education,2011,Manipur,Male,1
166,Diploma,2003,Himachal Pradesh,Female,1
4879,No Education,2010,Nagaland,Male,1
1583,Graduate,2011,Manipur,Male,1
728,Diploma,2011,Jammu & Kashmir,Female,1
726,Diploma,2011,Himachal Pradesh,Female,1
1797,Intermediate/Pre-University,2002,Mizoram,Male,1
4900,No Education,2011,A & N Islands,Female,1
717,Diploma,2011,Daman & Diu,Male,1
1207,Graduate,2006,Daman & Diu,Male,1
2429,Intermediate/Pre-University,2011,Nagaland,Male,1
4917,No Education,2011,Daman & Diu,Male,1
1820,Intermediate/Pre-University,2003,A & N Islands,Female,1
700,Diploma,2011,A & N Islands,Female,1
4249,No Education,2001,Nagaland,Male,1
1825,Intermediate/Pre-University,2003,Arunachal Pradesh,Male,1
6687,Primary,2012,Lakshadweep,Male,1
4942,No Education,2011,Manipur,Female,1
6310,Primary,2007,Chandigarh,Female,1
1603,Graduate,2011,Tripura,Male,1
5045,Post Graduate and Above,2001,Arunachal Pradesh,Male,1
6558,Primary,2010,Nagaland,Female,1
1025,Graduate,2003,Meghalaya,Male,1
1102,Graduate,2004,Puducherry,Female,1
1104,Graduate,2004,Punjab,Female,1
4496,No Education,2005,Daman & Diu,Female,1
1615,Graduate,2012,Arunachal Pradesh,Male,1
1614,Graduate,2012,Arunachal Pradesh,Female,1
1008,Graduate,2003,Jammu & Kashmir,Female,1
6693,Primary,2012,Manipur,Male,1
3094,Matriculate/Secondary,2009,D & N Haveli,Female,1
1120,Graduate,2005,A & N Islands,Female,1
4522,No Education,2005,Manipur,Female,1
1121,Graduate,2005,A & N Islands,Male,1
4528,No Education,2005,Nagaland,Female,1
1125,Graduate,2005,Arunachal Pradesh,Male,1
1685,Intermediate/Pre-University,2001,Arunachal Pradesh,Male,1
985,Graduate,2003,Arunachal Pradesh,Male,1
1690,Intermediate/Pre-University,2001,Chandigarh,Female,1
2494,Intermediate/Pre-University,2012,Meghalaya,Female,1
4386,No Education,2003,Mizoram,Female,1
972,Graduate,2002,Tripura,Female,1
4462,No Education,2004,Puducherry,Female,1
4410,No Education,2004,A & N Islands,Female,1
2467,Intermediate/Pre-University,2012,Daman & Diu,Male,1
1630,Graduate,2012,Goa,Female,1
1078,Graduate,2004,Jammu & Kashmir,Female,1
1093,Graduate,2004,Manipur,Male,1
4426,No Education,2004,Daman & Diu,Female,1
18,Diploma,2001,Delhi,Female,1
1095,Graduate,2004,Meghalaya,Male,1
1096,Graduate,2004,Mizoram,Female,1
1653,Graduate,2012,Manipur,Male,1
1059,Graduate,2004,Bihar,Male,1
6386,Primary,2008,Daman & Diu,Female,1
4453,No Education,2004,Manipur,Male,1
2464,Intermediate/Pre-University,2012,D & N Haveli,Female,1
4388,No Education,2003,Nagaland,Female,1
4458,No Education,2004,Nagaland,Female,1
1051,Graduate,2004,A & N Islands,Male,1
4356,No Education,2003,Daman & Diu,Female,1
1700,Intermediate/Pre-University,2001,Goa,Female,1
4312,No Education,2002,Manipur,Female,1
99,Diploma,2002,Jammu & Kashmir,Male,1
253,Diploma,2004,Manipur,Male,1
97,Diploma,2002,Himachal Pradesh,Male,1
1726,Intermediate/Pre-University,2001,Mizoram,Female,1
257,Diploma,2004,Mizoram,Male,1
4673,No Education,2007,Puducherry,Male,1
882,Graduate,2001,Manipur,Female,1
871,Graduate,2001,Jharkhand,Male,1
263,Diploma,2004,Puducherry,Male,1
2564,Matriculate/Secondary,2001,Meghalaya,Female,1
1738,Intermediate/Pre-University,2001,Sikkim,Female,1
3026,Matriculate/Secondary,2008,Daman & Diu,Female,1
6317,Primary,2007,Daman & Diu,Male,1
4700,No Education,2008,Chandigarh,Female,1
4707,No Education,2008,Daman & Diu,Male,1
4318,No Education,2002,Nagaland,Female,1
856,Graduate,2001,Daman & Diu,Female,1
3025,Matriculate/Secondary,2008,D & N Haveli,Male,1
906,Graduate,2001,Uttarakhand,Female,1
1711,Intermediate/Pre-University,2001,Jharkhand,Male,1
4567,No Education,2006,Daman & Diu,Male,1
4631,No Education,2007,Chandigarh,Male,1
964,Graduate,2002,Punjab,Female,1
6412,Primary,2008,Manipur,Female,1
2256,Intermediate/Pre-University,2009,Daman & Diu,Female,1
957,Graduate,2002,Mizoram,Male,1
953,Graduate,2002,Manipur,Male,1
3726,Middle,2006,Daman & Diu,Female,1
4593,No Education,2006,Manipur,Male,1
4594,No Education,2006,Meghalaya,Female,1
4598,No Education,2006,Nagaland,Female,1
1137,Graduate,2005,Daman & Diu,Male,1
938,Graduate,2002,Jammu & Kashmir,Female,1
3724,Middle,2006,D & N Haveli,Female,1
4340,No Education,2003,A & N Islands,Female,1
930,Graduate,2002,Goa,Female,1
3096,Matriculate/Secondary,2009,Daman & Diu,Female,1
6344,Primary,2007,Meghalaya,Female,1
920,Graduate,2002,Chandigarh,Female,1
2216,Intermediate/Pre-University,2008,Mizoram,Female,1
302,Diploma,2005,Gujarat,Female,1
5199,Post Graduate and Above,2003,Delhi,Male,1
1314,Graduate,2007,Punjab,Female,1
5136,Post Graduate and Above,2002,Himachal Pradesh,Female,1
364,Diploma,2006,D & N Haveli,Female,1
3084,Matriculate/Secondary,2009,Arunachal Pradesh,Female,1
6170,Primary,2005,Chandigarh,Female,1
5272,Post Graduate and Above,2004,Gujarat,Female,1
361,Diploma,2006,Chandigarh,Male,1
1306,Graduate,2007,Mizoram,Female,1
5276,Post Graduate and Above,2004,Himachal Pradesh,Female,1
1261,Graduate,2007,A & N Islands,Male,1
1260,Graduate,2007,A & N Islands,Female,1
5111,Post Graduate and Above,2002,A & N Islands,Male,1
3122,Matriculate/Secondary,2009,Manipur,Female,1
1253,Graduate,2006,Tripura,Male,1
402,Diploma,2006,Puducherry,Female,1
1867,Intermediate/Pre-University,2003,Mizoram,Male,1
6107,Primary,2004,Daman & Diu,Male,1
404,Diploma,2006,Punjab,Female,1
5295,Post Graduate and Above,2004,Meghalaya,Male,1
6100,Primary,2004,Chandigarh,Female,1
3580,Middle,2004,Chandigarh,Female,1
5095,Post Graduate and Above,2001,Punjab,Male,1
2954,Matriculate/Secondary,2007,D & N Haveli,Female,1
5300,Post Graduate and Above,2004,Odisha,Female,1
5303,Post Graduate and Above,2004,Puducherry,Male,1
27,Diploma,2001,Himachal Pradesh,Male,1
5137,Post Graduate and Above,2002,Himachal Pradesh,Male,1
5270,Post Graduate and Above,2004,Goa,Female,1
1869,Intermediate/Pre-University,2003,Nagaland,Male,1
3536,Middle,2003,Lakshadweep,Female,1
2702,Matriculate/Secondary,2003,Manipur,Female,1
1289,Graduate,2007,Jammu & Kashmir,Male,1
1288,Graduate,2007,Jammu & Kashmir,Female,1
5206,Post Graduate and Above,2003,Himachal Pradesh,Female,1
5200,Post Graduate and Above,2003,Goa,Female,1
6450,Primary,2009,Chandigarh,Female,1
5197,Post Graduate and Above,2003,Daman & Diu,Male,1
380,Diploma,2006,Jharkhand,Female,1
379,Diploma,2006,Jammu & Kashmir,Male,1
5189,Post Graduate and Above,2003,Bihar,Male,1
1541,Graduate,2011,A & N Islands,Male,1
1544,Graduate,2011,Arunachal Pradesh,Female,1
2212,Intermediate/Pre-University,2008,Manipur,Female,1
3128,Matriculate/Secondary,2009,Nagaland,Female,1
5174,Post Graduate and Above,2002,Uttar Pradesh,Female,1
1274,Graduate,2007,D & N Haveli,Female,1
5172,Post Graduate and Above,2002,Tripura,Female,1
5259,Post Graduate and Above,2004,Bihar,Male,1
4173,Middle,2012,Manipur,Male,1
5165,Post Graduate and Above,2002,Punjab,Male,1
5163,Post Graduate and Above,2002,Puducherry,Male,1
5261,Post Graduate and Above,2004,Chandigarh,Male,1
5159,Post Graduate and Above,2002,Nagaland,Male,1
1879,Intermediate/Pre-University,2003,Sikkim,Male,1
356,Diploma,2006,Assam,Female,1
5279,Post Graduate and Above,2004,Jammu & Kashmir,Male,1
1937,Intermediate/Pre-University,2004,Mizoram,Male,1
5338,Post Graduate and Above,2005,Delhi,Female,1
5330,Post Graduate and Above,2005,Chandigarh,Female,1
3896,Middle,2008,Mizoram,Female,1
5346,Post Graduate and Above,2005,Himachal Pradesh,Female,1
5068,Post Graduate and Above,2001,Jammu & Kashmir,Female,1
1862,Intermediate/Pre-University,2003,Manipur,Female,1
82,Diploma,2002,Chhattisgarh,Female,1
3515,Middle,2003,D & N Haveli,Male,1
6202,Primary,2005,Manipur,Female,1
413,Diploma,2006,Tripura,Male,1
6203,Primary,2005,Manipur,Male,1
5058,Post Graduate and Above,2001,Delhi,Female,1
2956,Matriculate/Secondary,2007,Daman & Diu,Female,1
342,Diploma,2005,Tripura,Female,1
5057,Post Graduate and Above,2001,Daman & Diu,Male,1
5345,Post Graduate and Above,2005,Haryana,Male,1
3587,Middle,2004,Daman & Diu,Male,1
1936,Intermediate/Pre-University,2004,Mizoram,Female,1
5312,Post Graduate and Above,2004,Tripura,Female,1
3514,Middle,2003,D & N Haveli,Female,1
6451,Primary,2009,Chandigarh,Male,1
6413,Primary,2008,Manipur,Male,0
6547,Primary,2010,Lakshadweep,Male,0
5872,Post Graduate and Above,2012,Tripura,Female,0
532,Diploma,2008,Manipur,Female,0
398,Diploma,2006,Nagaland,Female,0
395,Diploma,2006,Meghalaya,Male,0
421,Diploma,2007,A & N Islands,Male,0
10,Diploma,2001,Chandigarh,Female,0
6349,Primary,2007,Nagaland,Male,0
534,Diploma,2008,Meghalaya,Female,0
170,Diploma,2003,Jharkhand,Female,0
6348,Primary,2007,Nagaland,Female,0
6346,Primary,2007,Mizoram,Female,0
215,Diploma,2004,Arunachal Pradesh,Male,0
424,Diploma,2007,Arunachal Pradesh,Female,0
169,Diploma,2003,Jammu & Kashmir,Male,0
148,Diploma,2003,Bihar,Female,0
140,Diploma,2003,A & N Islands,Female,0
31,Diploma,2001,Jharkhand,Male,0
52,Diploma,2001,Puducherry,Female,0
70,Diploma,2002,A & N Islands,Female,0
225,Diploma,2004,D & N Haveli,Male,0
6617,Primary,2011,Lakshadweep,Male,0
440,Diploma,2007,Goa,Female,0
393,Diploma,2006,Manipur,Male,0
255,Diploma,2004,Meghalaya,Male,0
254,Diploma,2004,Meghalaya,Female,0
150,Diploma,2003,Chandigarh,Female,0
6126,Primary,2004,Lakshadweep,Female,0
252,Diploma,2004,Manipur,Female,0
98,Diploma,2002,Jammu & Kashmir,Female,0
114,Diploma,2002,Meghalaya,Female,0
6336,Primary,2007,Lakshadweep,Female,0
392,Diploma,2006,Manipur,Female,0
100,Diploma,2002,Jharkhand,Female,0
6337,Primary,2007,Lakshadweep,Male,0
