,State,Year,Type,Gender,Total
3040,Odisha,2005,Divorcee,Female,39
4055,Uttarakhand,2010,Never Married,Male,39
1557,Haryana,2012,Seperated,Male,39
3039,Odisha,2004,Widowed/Widower,Male,38
345,Arunachal Pradesh,2011,Never Married,Male,38
2,A & N Islands,2001,Married,Female,38
549,Bihar,2007,Widowed/Widower,Male,38
408,Assam,2005,Widowed/Widower,Female,38
1528,Haryana,2009,Widowed/Widower,Female,38
1624,Himachal Pradesh,2007,Never Married,Female,38
3887,Uttar Pradesh,2005,Seperated,Male,38
421,Assam,2007,Divorcee,Male,38
1991,Karnataka,2008,Divorcee,Male,38
3701,Tamil Nadu,2011,Divorcee,Male,38
3503,Sikkim,2003,Married,Male,38
3523,Sikkim,2005,Married,Male,38
1785,Jammu & Kashmir,2011,Never Married,Male,38
1584,Himachal Pradesh,2003,Never Married,Female,38
3468,Rajasthan,2011,Widowed/Widower,Female,38
3956,Uttar Pradesh,2012,Seperated,Female,38
3417,Rajasthan,2006,Seperated,Male,38
2440,Maharashtra,2005,Divorcee,Female,38
1304,Goa,2011,Never Married,Female,38
2121,Kerala,2009,Divorcee,Male,38
273,Arunachal Pradesh,2004,Married,Male,38
1351,Gujarat,2004,Divorcee,Male,37
643,Chandigarh,2005,Married,Male,37
418,Assam,2006,Widowed/Widower,Female,37
3920,Uttar Pradesh,2009,Divorcee,Female,37
2723,Meghalaya,2009,Married,Male,37
2477,Maharashtra,2008,Seperated,Male,37
3428,Rajasthan,2007,Widowed/Widower,Female,37
1386,Gujarat,2007,Seperated,Female,37
3036,Odisha,2004,Seperated,Female,37
2136,Kerala,2010,Seperated,Female,37
3535,Sikkim,2006,Never Married,Male,37
2110,Kerala,2008,Divorcee,Female,37
1674,Himachal Pradesh,2012,Never Married,Female,37
15,A & N Islands,2002,Never Married,Male,37
3274,Punjab,2004,Never Married,Female,37
1919,Jharkhand,2012,Widowed/Widower,Male,37
398,Assam,2004,Widowed/Widower,Female,37
2450,Maharashtra,2006,Divorcee,Female,37
1899,Jharkhand,2010,Widowed/Widower,Male,37
3867,Uttar Pradesh,2003,Seperated,Male,37
903,D & N Haveli,2007,Married,Male,37
1508,Haryana,2007,Widowed/Widower,Female,37
3070,Odisha,2008,Divorcee,Female,36
2713,Meghalaya,2008,Married,Male,36
3080,Odisha,2009,Divorcee,Female,36
1254,Goa,2006,Never Married,Female,36
2091,Kerala,2006,Divorcee,Male,36
2441,Maharashtra,2005,Divorcee,Male,36
2111,Kerala,2008,Divorcee,Male,36
3621,Tamil Nadu,2003,Divorcee,Male,36
3940,Uttar Pradesh,2011,Divorcee,Female,36
369,Assam,2001,Widowed/Widower,Male,36
2061,Kerala,2003,Divorcee,Male,36
3984,Uttarakhand,2003,Never Married,Female,36
3582,Sikkim,2011,Married,Female,36
3398,Rajasthan,2004,Widowed/Widower,Female,36
1391,Gujarat,2008,Divorcee,Male,36
3778,Tripura,2006,Widowed/Widower,Female,36
12,A & N Islands,2002,Married,Female,36
1754,Jammu & Kashmir,2008,Never Married,Female,36
1159,Delhi,2008,Widowed/Widower,Male,36
1370,Gujarat,2006,Divorcee,Female,36
883,D & N Haveli,2005,Married,Male,36
2430,Maharashtra,2004,Divorcee,Female,36
3877,Uttar Pradesh,2004,Seperated,Male,36
2877,Mizoram,2012,Seperated,Male,36
4044,Uttarakhand,2009,Never Married,Female,36
3047,Odisha,2005,Seperated,Male,35
3600,Tamil Nadu,2001,Divorcee,Female,35
1341,Gujarat,2003,Divorcee,Male,35
2451,Maharashtra,2006,Divorcee,Male,35
2120,Kerala,2009,Divorcee,Female,35
2306,Madhya Pradesh,2003,Seperated,Female,35
42,A & N Islands,2005,Married,Female,35
2643,Meghalaya,2001,Married,Male,35
1920,Karnataka,2001,Divorcee,Female,35
2501,Maharashtra,2011,Divorcee,Male,35
703,Chandigarh,2011,Married,Male,35
2813,Mizoram,2006,Married,Male,35
2310,Madhya Pradesh,2004,Divorcee,Female,35
3399,Rajasthan,2004,Widowed/Widower,Male,35
613,Chandigarh,2002,Married,Male,34
633,Chandigarh,2004,Married,Male,34
603,Chandigarh,2001,Married,Male,34
3244,Punjab,2001,Never Married,Female,34
1234,Goa,2004,Never Married,Female,34
2387,Madhya Pradesh,2011,Seperated,Male,34
1990,Karnataka,2008,Divorcee,Female,34
1107,Delhi,2003,Seperated,Male,34
1347,Gujarat,2003,Seperated,Male,34
3930,Uttar Pradesh,2010,Divorcee,Female,34
3419,Rajasthan,2006,Widowed/Widower,Male,34
1703,Jammu & Kashmir,2003,Married,Male,34
1274,Goa,2008,Never Married,Female,34
479,Assam,2012,Widowed/Widower,Male,34
3533,Sikkim,2006,Married,Male,34
366,Assam,2001,Seperated,Female,34
3457,Rajasthan,2010,Seperated,Male,34
1420,Gujarat,2011,Divorcee,Female,34
4054,Uttarakhand,2010,Never Married,Female,34
2330,Madhya Pradesh,2006,Divorcee,Female,34
831,Chhattisgarh,2012,Divorcee,Male,34
469,Assam,2011,Widowed/Widower,Male,34
3037,Odisha,2004,Seperated,Male,33
62,A & N Islands,2007,Married,Female,33
2461,Maharashtra,2007,Divorcee,Male,33
72,A & N Islands,2008,Married,Female,33
578,Bihar,2010,Widowed/Widower,Female,33
2420,Maharashtra,2003,Divorcee,Female,33
1971,Karnataka,2006,Divorcee,Male,33
2131,Kerala,2010,Divorcee,Male,33
305,Arunachal Pradesh,2007,Never Married,Male,33
683,Chandigarh,2009,Married,Male,33
4025,Uttarakhand,2007,Never Married,Male,33
757,Chhattisgarh,2004,Seperated,Male,33
2855,Mizoram,2010,Never Married,Male,33
3010,Odisha,2002,Divorcee,Female,33
3000,Odisha,2001,Divorcee,Female,33
836,Chhattisgarh,2012,Seperated,Female,32
449,Assam,2009,Widowed/Widower,Male,32
568,Bihar,2009,Widowed/Widower,Female,32
559,Bihar,2008,Widowed/Widower,Male,32
1244,Goa,2005,Never Married,Female,32
2311,Madhya Pradesh,2004,Divorcee,Male,32
1921,Karnataka,2001,Divorcee,Male,32
2290,Madhya Pradesh,2002,Divorcee,Female,32
3739,Tripura,2002,Widowed/Widower,Male,32
3768,Tripura,2005,Widowed/Widower,Female,32
2683,Meghalaya,2005,Married,Male,32
1476,Haryana,2004,Seperated,Female,32
1224,Goa,2003,Never Married,Female,32
2773,Mizoram,2002,Married,Male,32
538,Bihar,2006,Widowed/Widower,Female,32
2845,Mizoram,2009,Never Married,Male,31
283,Arunachal Pradesh,2005,Married,Male,31
1284,Goa,2009,Never Married,Female,31
1713,Jammu & Kashmir,2004,Married,Male,31
2487,Maharashtra,2009,Seperated,Male,31
2491,Maharashtra,2010,Divorcee,Male,31
2156,Kerala,2012,Seperated,Female,31
3050,Odisha,2006,Divorcee,Female,31
2380,Madhya Pradesh,2011,Divorcee,Female,31
3738,Tripura,2002,Widowed/Widower,Female,31
1350,Gujarat,2004,Divorcee,Female,31
1337,Gujarat,2002,Seperated,Male,31
92,A & N Islands,2010,Married,Female,31
112,A & N Islands,2012,Married,Female,30
1594,Himachal Pradesh,2004,Never Married,Female,30
1468,Haryana,2003,Widowed/Widower,Female,30
702,Chandigarh,2011,Married,Female,30
1214,Goa,2002,Never Married,Female,30
2390,Madhya Pradesh,2012,Divorcee,Female,30
2396,Madhya Pradesh,2012,Seperated,Female,30
3532,Sikkim,2006,Married,Female,30
3264,Punjab,2003,Never Married,Female,30
2755,Meghalaya,2012,Never Married,Male,30
2803,Mizoram,2005,Married,Male,30
2517,Maharashtra,2012,Seperated,Male,30
1314,Goa,2012,Never Married,Female,30
2705,Meghalaya,2007,Never Married,Male,30
577,Bihar,2010,Seperated,Male,30
548,Bihar,2007,Widowed/Widower,Female,30
2300,Madhya Pradesh,2003,Divorcee,Female,29
3081,Odisha,2009,Divorcee,Male,29
1204,Goa,2001,Never Married,Female,29
1366,Gujarat,2005,Seperated,Female,29
3866,Uttar Pradesh,2003,Seperated,Female,29
3269,Punjab,2003,Widowed/Widower,Male,29
653,Chandigarh,2006,Married,Male,29
3562,Sikkim,2009,Married,Female,29
2361,Madhya Pradesh,2009,Divorcee,Male,29
3493,Sikkim,2002,Married,Male,29
1877,Jharkhand,2008,Seperated,Male,29
2511,Maharashtra,2012,Divorcee,Male,29
2645,Meghalaya,2001,Never Married,Male,29
3584,Sikkim,2011,Never Married,Female,29
1834,Jharkhand,2004,Never Married,Female,29
3367,Rajasthan,2001,Seperated,Male,29
3974,Uttarakhand,2002,Never Married,Female,29
1264,Goa,2007,Never Married,Female,28
1870,Jharkhand,2008,Divorcee,Female,28
1361,Gujarat,2005,Divorcee,Male,28
2456,Maharashtra,2006,Seperated,Female,28
1888,Jharkhand,2009,Widowed/Widower,Female,28
902,D & N Haveli,2007,Married,Female,28
115,A & N Islands,2012,Never Married,Male,28
82,A & N Islands,2009,Married,Female,28
4034,Uttarakhand,2008,Never Married,Female,28
4035,Uttarakhand,2008,Never Married,Male,28
3110,Odisha,2012,Divorcee,Female,28
3254,Punjab,2002,Never Married,Female,28
514,Bihar,2004,Never Married,Female,28
1981,Karnataka,2007,Divorcee,Male,28
1961,Karnataka,2005,Divorcee,Male,28
1970,Karnataka,2006,Divorcee,Female,28
2471,Maharashtra,2008,Divorcee,Male,28
22,A & N Islands,2003,Married,Female,28
3563,Sikkim,2009,Married,Male,28
1727,Jammu & Kashmir,2005,Seperated,Male,28
1564,Himachal Pradesh,2001,Never Married,Female,28
1498,Haryana,2006,Widowed/Widower,Female,28
368,Assam,2001,Widowed/Widower,Female,27
1340,Gujarat,2003,Divorcee,Female,27
853,D & N Haveli,2002,Married,Male,27
3910,Uttar Pradesh,2008,Divorcee,Female,27
655,Chandigarh,2006,Never Married,Male,27
1436,Gujarat,2012,Seperated,Female,27
401,Assam,2005,Divorcee,Male,27
478,Assam,2012,Widowed/Widower,Female,27
52,A & N Islands,2006,Married,Female,27
75,A & N Islands,2008,Never Married,Male,27
843,D & N Haveli,2001,Married,Male,27
2865,Mizoram,2011,Never Married,Male,27
557,Bihar,2008,Seperated,Male,27
953,D & N Haveli,2012,Married,Male,27
2735,Meghalaya,2010,Never Married,Male,27
1917,Jharkhand,2012,Seperated,Male,27
1169,Delhi,2009,Widowed/Widower,Male,27
1294,Goa,2010,Never Married,Female,27
3284,Punjab,2005,Never Married,Female,27
715,Chandigarh,2012,Never Married,Male,26
943,D & N Haveli,2011,Married,Male,26
3502,Sikkim,2003,Married,Female,26
3447,Rajasthan,2009,Seperated,Male,26
4004,Uttarakhand,2005,Never Married,Female,26
2793,Mizoram,2004,Married,Male,26
292,Arunachal Pradesh,2006,Married,Female,26
102,A & N Islands,2011,Married,Female,26
2510,Maharashtra,2012,Divorcee,Female,26
3056,Odisha,2006,Seperated,Female,26
539,Bihar,2006,Widowed/Widower,Male,26
3505,Sikkim,2003,Never Married,Male,26
2051,Kerala,2002,Divorcee,Male,26
1556,Haryana,2012,Seperated,Female,26
488,Bihar,2001,Widowed/Widower,Female,26
32,A & N Islands,2004,Married,Female,26
3736,Tripura,2002,Seperated,Female,26
645,Chandigarh,2005,Never Married,Male,26
1941,Karnataka,2003,Divorcee,Male,26
1396,Gujarat,2008,Seperated,Female,26
3860,Uttar Pradesh,2003,Divorcee,Female,26
766,Chhattisgarh,2005,Seperated,Female,26
2653,Meghalaya,2002,Married,Male,26
3436,Rajasthan,2008,Seperated,Female,25
602,Chandigarh,2001,Married,Female,25
1574,Himachal Pradesh,2002,Never Married,Female,25
569,Bihar,2009,Widowed/Widower,Male,25
3931,Uttar Pradesh,2010,Divorcee,Male,25
45,A & N Islands,2005,Never Married,Male,25
3011,Odisha,2002,Divorcee,Male,25
1517,Haryana,2008,Seperated,Male,25
448,Assam,2009,Widowed/Widower,Female,25
370,Assam,2002,Divorcee,Female,25
1478,Haryana,2004,Widowed/Widower,Female,25
3249,Punjab,2001,Widowed/Widower,Male,25
1497,Haryana,2006,Seperated,Male,25
426,Assam,2007,Seperated,Female,25
470,Assam,2012,Divorcee,Female,25
3408,Rajasthan,2005,Widowed/Widower,Female,25
1898,Jharkhand,2010,Widowed/Widower,Female,25
3396,Rajasthan,2004,Seperated,Female,25
3377,Rajasthan,2002,Seperated,Male,25
731,Chhattisgarh,2002,Divorcee,Male,25
933,D & N Haveli,2010,Married,Male,25
3896,Uttar Pradesh,2006,Seperated,Female,25
1847,Jharkhand,2005,Seperated,Male,25
1416,Gujarat,2010,Seperated,Female,25
1876,Jharkhand,2008,Seperated,Female,25
3759,Tripura,2004,Widowed/Widower,Male,25
2507,Maharashtra,2011,Seperated,Male,25
2340,Madhya Pradesh,2007,Divorcee,Female,25
5,A & N Islands,2001,Never Married,Male,24
2703,Meghalaya,2007,Married,Male,24
599,Bihar,2012,Widowed/Widower,Male,24
589,Bihar,2011,Widowed/Widower,Male,24
1960,Karnataka,2005,Divorcee,Female,24
1157,Delhi,2008,Seperated,Male,24
332,Arunachal Pradesh,2010,Married,Female,24
430,Assam,2008,Divorcee,Female,24
913,D & N Haveli,2008,Married,Male,24
3850,Uttar Pradesh,2002,Divorcee,Female,24
1839,Jharkhand,2004,Widowed/Widower,Male,24
1440,Haryana,2001,Divorcee,Female,24
1189,Delhi,2011,Widowed/Widower,Male,24
476,Assam,2012,Seperated,Female,24
1819,Jharkhand,2002,Widowed/Widower,Male,24
1460,Haryana,2003,Divorcee,Female,24
1908,Jharkhand,2011,Widowed/Widower,Female,24
1376,Gujarat,2006,Seperated,Female,24
3880,Uttar Pradesh,2005,Divorcee,Female,24
882,D & N Haveli,2005,Married,Female,24
460,Assam,2011,Divorcee,Female,23
64,A & N Islands,2007,Never Married,Female,23
3060,Odisha,2007,Divorcee,Female,23
4024,Uttarakhand,2007,Never Married,Female,23
411,Assam,2006,Divorcee,Male,23
35,A & N Islands,2004,Never Married,Male,23
3522,Sikkim,2005,Married,Female,23
3595,Sikkim,2012,Never Married,Male,23
2347,Madhya Pradesh,2007,Seperated,Male,23
2722,Meghalaya,2009,Married,Female,23
692,Chandigarh,2010,Married,Female,23
3916,Uttar Pradesh,2008,Seperated,Female,23
355,Arunachal Pradesh,2012,Never Married,Male,23
1837,Jharkhand,2004,Seperated,Male,23
1744,Jammu & Kashmir,2007,Never Married,Female,23
3871,Uttar Pradesh,2004,Divorcee,Male,23
537,Bihar,2006,Seperated,Male,23
1196,Delhi,2012,Seperated,Female,23
342,Arunachal Pradesh,2011,Married,Female,23
2655,Meghalaya,2002,Never Married,Male,23
3525,Sikkim,2005,Never Married,Male,23
1724,Jammu & Kashmir,2005,Never Married,Female,23
797,Chhattisgarh,2008,Seperated,Male,23
3426,Rajasthan,2007,Seperated,Female,23
622,Chandigarh,2003,Married,Female,22
830,Chhattisgarh,2012,Divorcee,Female,22
612,Chandigarh,2002,Married,Female,22
1918,Jharkhand,2012,Widowed/Widower,Female,22
923,D & N Haveli,2009,Married,Male,22
1097,Delhi,2002,Seperated,Male,22
312,Arunachal Pradesh,2008,Married,Female,22
2436,Maharashtra,2004,Seperated,Female,22
705,Chandigarh,2011,Never Married,Male,22
756,Chhattisgarh,2004,Seperated,Female,22
1487,Haryana,2005,Seperated,Male,22
2301,Madhya Pradesh,2003,Divorcee,Male,22
912,D & N Haveli,2008,Married,Female,22
3827,Tripura,2011,Seperated,Male,22
2815,Mizoram,2006,Never Married,Male,22
242,Arunachal Pradesh,2001,Married,Female,22
252,Arunachal Pradesh,2002,Married,Female,22
1695,Jammu & Kashmir,2002,Never Married,Male,22
3467,Rajasthan,2011,Seperated,Male,22
461,Assam,2011,Divorcee,Male,22
458,Assam,2010,Widowed/Widower,Female,22
2742,Meghalaya,2011,Married,Female,22
1879,Jharkhand,2008,Widowed/Widower,Male,21
2833,Mizoram,2008,Married,Male,21
3289,Punjab,2005,Widowed/Widower,Male,21
2500,Maharashtra,2011,Divorcee,Female,21
3418,Rajasthan,2006,Widowed/Widower,Female,21
471,Assam,2012,Divorcee,Male,21
450,Assam,2010,Divorcee,Female,21
693,Chandigarh,2010,Married,Male,21
1705,Jammu & Kashmir,2003,Never Married,Male,21
3366,Rajasthan,2001,Seperated,Female,21
2533,Manipur,2002,Married,Male,21
322,Arunachal Pradesh,2009,Married,Female,21
391,Assam,2004,Divorcee,Male,21
1825,Jharkhand,2003,Never Married,Male,21
1868,Jharkhand,2007,Widowed/Widower,Female,21
1156,Delhi,2008,Seperated,Female,21
558,Bihar,2008,Widowed/Widower,Female,21
2321,Madhya Pradesh,2005,Divorcee,Male,21
2765,Mizoram,2001,Never Married,Male,21
1507,Haryana,2007,Seperated,Male,21
3861,Uttar Pradesh,2003,Divorcee,Male,21
1426,Gujarat,2011,Seperated,Female,21
1406,Gujarat,2009,Seperated,Female,21
1356,Gujarat,2004,Seperated,Female,21
361,Assam,2001,Divorcee,Male,21
2481,Maharashtra,2009,Divorcee,Male,20
2080,Kerala,2005,Divorcee,Female,20
3594,Sikkim,2012,Never Married,Female,20
2754,Meghalaya,2012,Never Married,Female,20
1527,Haryana,2009,Seperated,Male,20
3542,Sikkim,2007,Married,Female,20
1805,Jharkhand,2001,Never Married,Male,20
519,Bihar,2004,Widowed/Widower,Male,20
2843,Mizoram,2009,Married,Male,20
295,Arunachal Pradesh,2006,Never Married,Male,20
2480,Maharashtra,2009,Divorcee,Female,20
262,Arunachal Pradesh,2003,Married,Female,20
1360,Gujarat,2005,Divorcee,Female,20
254,Arunachal Pradesh,2002,Never Married,Female,20
597,Bihar,2012,Seperated,Male,20
2060,Kerala,2003,Divorcee,Female,20
3837,Tripura,2012,Seperated,Male,20
1186,Delhi,2011,Seperated,Female,20
579,Bihar,2010,Widowed/Widower,Male,20
85,A & N Islands,2009,Never Married,Male,20
2421,Maharashtra,2003,Divorcee,Male,20
2360,Madhya Pradesh,2009,Divorcee,Female,20
2673,Meghalaya,2004,Married,Male,20
2381,Madhya Pradesh,2011,Divorcee,Male,20
3758,Tripura,2004,Widowed/Widower,Female,20
2695,Meghalaya,2006,Never Married,Male,20
335,Arunachal Pradesh,2010,Never Married,Male,20
272,Arunachal Pradesh,2004,Married,Female,20
662,Chandigarh,2007,Married,Female,20
2785,Mizoram,2003,Never Married,Male,20
105,A & N Islands,2011,Never Married,Male,20
3071,Odisha,2008,Divorcee,Male,20
1828,Jharkhand,2003,Widowed/Widower,Female,20
3921,Uttar Pradesh,2009,Divorcee,Male,20
862,D & N Haveli,2003,Married,Female,20
714,Chandigarh,2012,Never Married,Female,20
1458,Haryana,2002,Widowed/Widower,Female,19
3248,Punjab,2001,Widowed/Widower,Female,19
3471,Rajasthan,2012,Divorcee,Male,19
665,Chandigarh,2007,Never Married,Male,19
1704,Jammu & Kashmir,2003,Never Married,Female,19
1607,Himachal Pradesh,2005,Seperated,Male,19
3259,Punjab,2002,Widowed/Widower,Male,19
3061,Odisha,2007,Divorcee,Male,19
1817,Jharkhand,2002,Seperated,Male,19
3066,Odisha,2007,Seperated,Female,19
3111,Odisha,2012,Divorcee,Male,19
2391,Madhya Pradesh,2012,Divorcee,Male,19
615,Chandigarh,2002,Never Married,Male,19
2367,Madhya Pradesh,2009,Seperated,Male,19
3057,Odisha,2006,Seperated,Male,19
1511,Haryana,2008,Divorcee,Male,19
1911,Jharkhand,2012,Divorcee,Male,19
25,A & N Islands,2003,Never Married,Male,19
3728,Tripura,2001,Widowed/Widower,Female,19
2553,Manipur,2004,Married,Male,19
1848,Jharkhand,2005,Widowed/Widower,Female,19
440,Assam,2009,Divorcee,Female,19
3951,Uttar Pradesh,2012,Divorcee,Male,19
2763,Mizoram,2001,Married,Male,18
1075,Daman & Diu,2012,Never Married,Male,18
352,Arunachal Pradesh,2012,Married,Female,18
285,Arunachal Pradesh,2005,Never Married,Male,18
2476,Maharashtra,2008,Seperated,Female,18
2795,Mizoram,2004,Never Married,Male,18
1158,Delhi,2008,Widowed/Widower,Female,18
2466,Maharashtra,2007,Seperated,Female,18
3911,Uttar Pradesh,2008,Divorcee,Male,18
1087,Delhi,2001,Seperated,Male,18
2744,Meghalaya,2011,Never Married,Female,18
2583,Manipur,2007,Married,Male,18
2593,Manipur,2008,Married,Male,18
922,D & N Haveli,2009,Married,Female,18
3727,Tripura,2001,Seperated,Male,18
3569,Sikkim,2009,Widowed/Widower,Male,18
3406,Rajasthan,2005,Seperated,Female,18
712,Chandigarh,2012,Married,Female,18
1694,Jammu & Kashmir,2002,Never Married,Female,18
1331,Gujarat,2002,Divorcee,Male,18
1327,Gujarat,2001,Seperated,Male,18
3476,Rajasthan,2012,Seperated,Female,18
529,Bihar,2005,Widowed/Widower,Male,18
44,A & N Islands,2005,Never Married,Female,18
1477,Haryana,2004,Seperated,Male,18
2953,Nagaland,2008,Married,Male,18
635,Chandigarh,2004,Never Married,Male,18
3760,Tripura,2005,Divorcee,Female,18
1488,Haryana,2005,Widowed/Widower,Female,18
1878,Jharkhand,2008,Widowed/Widower,Female,18
3567,Sikkim,2009,Seperated,Male,18
2490,Maharashtra,2010,Divorcee,Female,18
1909,Jharkhand,2011,Widowed/Widower,Male,18
863,D & N Haveli,2003,Married,Male,18
3539,Sikkim,2006,Widowed/Widower,Male,18
704,Chandigarh,2011,Never Married,Female,18
3427,Rajasthan,2007,Seperated,Male,18
625,Chandigarh,2003,Never Married,Male,18
3554,Sikkim,2008,Never Married,Female,18
3761,Tripura,2005,Divorcee,Male,18
1297,Goa,2010,Seperated,Male,17
3101,Odisha,2011,Divorcee,Male,17
3416,Rajasthan,2006,Seperated,Female,17
3067,Odisha,2007,Seperated,Male,17
1940,Karnataka,2003,Divorcee,Female,17
1179,Delhi,2010,Widowed/Widower,Male,17
2031,Karnataka,2012,Divorcee,Male,17
3380,Rajasthan,2003,Divorcee,Female,17
952,D & N Haveli,2012,Married,Female,17
1859,Jharkhand,2006,Widowed/Widower,Male,17
1166,Delhi,2009,Seperated,Female,17
767,Chhattisgarh,2005,Seperated,Male,17
1649,Himachal Pradesh,2009,Widowed/Widower,Male,17
2663,Meghalaya,2003,Married,Male,17
586,Bihar,2011,Seperated,Female,17
872,D & N Haveli,2004,Married,Female,17
2685,Meghalaya,2005,Never Married,Male,17
3238,Puducherry,2012,Widowed/Widower,Female,17
3376,Rajasthan,2002,Seperated,Female,17
1117,Delhi,2004,Seperated,Male,17
3482,Sikkim,2001,Married,Female,17
694,Chandigarh,2010,Never Married,Female,17
14,A & N Islands,2002,Never Married,Female,17
675,Chandigarh,2008,Never Married,Male,17
3572,Sikkim,2010,Married,Female,17
682,Chandigarh,2009,Married,Female,17
2497,Maharashtra,2010,Seperated,Male,17
3585,Sikkim,2011,Never Married,Male,17
489,Bihar,2001,Widowed/Widower,Male,17
4079,Uttarakhand,2012,Widowed/Widower,Male,17
2805,Mizoram,2005,Never Married,Male,17
3477,Rajasthan,2012,Seperated,Male,17
3841,Uttar Pradesh,2001,Divorcee,Male,17
3545,Sikkim,2007,Never Married,Male,17
2446,Maharashtra,2005,Seperated,Female,17
302,Arunachal Pradesh,2007,Married,Female,17
84,A & N Islands,2009,Never Married,Female,17
587,Bihar,2011,Seperated,Male,16
596,Bihar,2012,Seperated,Female,16
3726,Tripura,2001,Seperated,Female,16
334,Arunachal Pradesh,2010,Never Married,Female,16
3485,Sikkim,2001,Never Married,Male,16
672,Chandigarh,2008,Married,Female,16
459,Assam,2010,Widowed/Widower,Male,16
2724,Meghalaya,2009,Never Married,Female,16
3329,Punjab,2009,Widowed/Widower,Male,16
2675,Meghalaya,2004,Never Married,Male,16
3890,Uttar Pradesh,2006,Divorcee,Female,16
1470,Haryana,2004,Divorcee,Female,16
2715,Meghalaya,2008,Never Married,Male,16
2783,Mizoram,2003,Married,Male,16
873,D & N Haveli,2004,Married,Male,16
498,Bihar,2002,Widowed/Widower,Female,16
3994,Uttarakhand,2004,Never Married,Female,16
1176,Delhi,2010,Seperated,Female,16
932,D & N Haveli,2010,Married,Female,16
1146,Delhi,2007,Seperated,Female,16
3466,Rajasthan,2011,Seperated,Female,16
3840,Uttar Pradesh,2001,Divorcee,Female,16
1446,Haryana,2001,Seperated,Female,16
3456,Rajasthan,2010,Seperated,Female,16
540,Bihar,2007,Divorcee,Female,16
2081,Kerala,2005,Divorcee,Male,16
2752,Meghalaya,2012,Married,Female,16
2853,Mizoram,2010,Married,Male,16
3437,Rajasthan,2008,Seperated,Male,16
1099,Delhi,2002,Widowed/Widower,Male,15
3247,Punjab,2001,Seperated,Male,15
3524,Sikkim,2005,Never Married,Female,15
642,Chandigarh,2005,Married,Female,15
1931,Karnataka,2002,Divorcee,Male,15
1804,Jharkhand,2001,Never Married,Female,15
34,A & N Islands,2004,Never Married,Female,15
796,Chhattisgarh,2008,Seperated,Female,15
761,Chhattisgarh,2005,Divorcee,Male,15
3574,Sikkim,2010,Never Married,Female,15
325,Arunachal Pradesh,2009,Never Married,Male,15
1836,Jharkhand,2004,Seperated,Female,15
24,A & N Islands,2003,Never Married,Female,15
1829,Jharkhand,2003,Widowed/Widower,Male,15
3941,Uttar Pradesh,2011,Divorcee,Male,15
2563,Manipur,2005,Married,Male,15
1684,Jammu & Kashmir,2001,Never Married,Female,15
1827,Jharkhand,2003,Seperated,Male,15
1714,Jammu & Kashmir,2004,Never Married,Female,15
1715,Jammu & Kashmir,2004,Never Married,Male,15
3218,Puducherry,2010,Widowed/Widower,Female,15
2732,Meghalaya,2010,Married,Female,15
2983,Nagaland,2011,Married,Male,15
2775,Mizoram,2002,Never Married,Male,15
2725,Meghalaya,2009,Never Married,Male,15
104,A & N Islands,2011,Never Married,Female,15
551,Bihar,2008,Divorcee,Male,15
3031,Odisha,2004,Divorcee,Male,15
3870,Uttar Pradesh,2004,Divorcee,Female,15
3158,Puducherry,2004,Widowed/Widower,Female,15
1346,Gujarat,2003,Seperated,Female,15
4019,Uttarakhand,2006,Widowed/Widower,Male,15
2883,Nagaland,2001,Married,Male,15
945,D & N Haveli,2011,Never Married,Male,15
1336,Gujarat,2002,Seperated,Female,15
1824,Jharkhand,2003,Never Married,Female,14
893,D & N Haveli,2006,Married,Male,14
1814,Jharkhand,2002,Never Married,Female,14
3339,Punjab,2010,Widowed/Widower,Male,14
2286,Madhya Pradesh,2001,Seperated,Female,14
1815,Jharkhand,2002,Never Married,Male,14
3446,Rajasthan,2009,Seperated,Female,14
1861,Jharkhand,2007,Divorcee,Male,14
3430,Rajasthan,2008,Divorcee,Female,14
2331,Madhya Pradesh,2006,Divorcee,Male,14
506,Bihar,2003,Seperated,Female,14
3386,Rajasthan,2003,Seperated,Female,14
3387,Rajasthan,2003,Seperated,Male,14
487,Bihar,2001,Seperated,Male,14
304,Arunachal Pradesh,2007,Never Married,Female,14
2573,Manipur,2006,Married,Male,14
3431,Rajasthan,2008,Divorcee,Male,14
1450,Haryana,2002,Divorcee,Female,14
2704,Meghalaya,2007,Never Married,Female,14
684,Chandigarh,2009,Never Married,Female,14
3484,Sikkim,2001,Never Married,Female,14
1096,Delhi,2002,Seperated,Female,14
3836,Tripura,2012,Seperated,Female,14
3826,Tripura,2011,Seperated,Female,14
420,Assam,2007,Divorcee,Female,14
2874,Mizoram,2012,Never Married,Female,14
3534,Sikkim,2006,Never Married,Female,14
1003,Daman & Diu,2005,Married,Male,14
2712,Meghalaya,2008,Married,Female,14
2955,Nagaland,2008,Never Married,Male,14
2682,Meghalaya,2005,Married,Female,14
3271,Punjab,2004,Divorcee,Male,14
3168,Puducherry,2005,Widowed/Widower,Female,14
4018,Uttarakhand,2006,Widowed/Widower,Female,14
654,Chandigarh,2006,Never Married,Female,14
806,Chhattisgarh,2009,Seperated,Female,14
282,Arunachal Pradesh,2005,Married,Female,14
3470,Rajasthan,2012,Divorcee,Female,14
1638,Himachal Pradesh,2008,Widowed/Widower,Female,14
588,Bihar,2011,Widowed/Widower,Female,14
3591,Sikkim,2012,Divorcee,Male,13
